ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number
NM4-1680.1-18,376009,796329,NM4,Nether Mills 4,,1,,Toffee-coloured flint,,OK,Irregular flake,Secondary,,,33,26,11,,,,
NM4-1726-18,376028,796325,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Irregular flake,Secondary,,,24,15,9,,,,
NM4-1732-18,376027,796331,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Irregular flake,Primary,,,,,,,,,
NM4-1733-18,376033,796403,NM4,Nether Mills 4,flint,1,,Red flint,,OK,Irregular flake,Inner,,,22,15,4,,,,
NM4-1740-18,375843,796149,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Irregular flake,Primary,,,36,22,6,,,,
NM4-1754.1-18,376003,796347,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,,22,20,5,,,,
NM4-1846.4-18,375880,796150,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,,26,39,13,,,,
NM4-113.1-18,375855,796142,NM4,Nether Mills 4,,1,,Haematite,,OK,Lump,,,Lump of haematite,29,23,21,,,,
NM4-324.1-18,375865,796324,NM4,Nether Mills 4,flint,1,,Translucent light grey flint,,OK,Microlith,Inner,Backed blade,Backed blade with nibbling er along opposite edge at distal end.,13,4,2,*,,,
NM4-1641.3-18,376076,796495,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Microlith,Inner,Backed bladelet,Abrupt retouch down part of one side,23,7,2,,,,
NM4-1849-18,375823,796364,NM4,Nether Mills 4,flint,1,,Light brown flint,,OK,Microlith,Inner,Backed bladelet,backing up most of one side to make oblique edge,15,8,3,,,,
NM4-994.3-18,375956,796374,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Microlith,Inner,Crescent,Long crescent or curved backed blade,26,6,3,,,,
NM4-1084-18,375962,796433,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Microlith,Inner,Long backed bladelet,,32,7,3,,,,
NM4-644.1-18,375825,796381,NM4,Nether Mills 4,,1,,Red flint,,OK,Microlith,Inner,microlith fragment,end of scalene triangle,,4,2,,,,
NM4-713.2-18,375883,796360,NM4,Nether Mills 4,flint,1,,Light grey flint,,OK,Microlith,Inner,Microlith fragment,Possible backed fragment,broken 11,7,2,*,,,
NM4-766.1-18,375875,796350,NM4,Nether Mills 4,,1,,Brown flint,,OK,Microlith,Inner,Microlith fragment,tiny backed fragment,broken 11,42,*,,,,
NM4-1234-18,375941,796490,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Microlith,Inner,microlith fragment,backed down one side. Fragment,broken 15,5,3,,,,
NM4-64-18,375863,796153,NM4,Nether Mills 4,flint,1,,Orange flint,,OK,Microlith,Inner,Microlithic fragment,One end missing. Rest of bladelt backed down one side,broken 19,5,3,*,,,
NM4-424.2-18,375886,796186,NM4,Nether Mills 4,flint,1,,Translucent brown flint,,OK,Microlith,Inner,Microlithic fragment,Backed down one side,broken 15,6,2,*,,,
NM4-450-18,375866,796320,NM4,Nether Mills 4,flint,1,,Red flint,,OK,Microlith,Inner,Microlithic fragment,Backed down one side,broken 14,6,2,,,,
NM4-1033.1-18,375905,796349,NM4,Nether Mills 4,,1,,Red flint,,OK,Microlith,Inner,Microlithic fragment,backed down one side. Fragment,broken 13,4,2,*,,,
NM4-1114.1-18,375899,796390,NM4,Nether Mills 4,,1,,Light grey flint,,OK,Microlith,Inner,Obliquely blunted point,short tiny blade - blunted at angle,15,6,2,*,,,
NM4-1110.5-18,375920,796401,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Microlith,Inner,Scalene,Large scalene triangle,30,8,2,,,,
NM4-1281.1-18,375960,796422,NM4,Nether Mills 4,,1,,Red flint,,OK,Microlith,Inner,scalene triangle,,15,5,3,,,,
NM4-67-18,375861,796158,NM4,Nether Mills 4,flint,1,,Burnt,,Burnt,Natural,,,,,,,,,,
NM4-391-18,375834,796376,NM4,Nether Mills 4,flint,1,,Quartzite?,,OK,Natural,,,,,,,,,,
NM4-813-18,375849,796446,NM4,Nether Mills 4,flint,1,,Natural,,OK,Natural,,,,,,,,,,
NM4-1474-18,375921,796293,NM4,Nether Mills 4,flint,1,,Stone,,OK,Natural,,,,,,,,,,
NM4-1755-18,376028,796473,NM4,Nether Mills 4,flint,1,,stone,,OK,natural chip,,,,,,,,,,
NM4-1837-18,376009,796414,NM4,Nether Mills 4,flint,1,,stone,,,natural chunk,,,,,,,,,,
NM4-45.2-18,375813,796278,NM4,Nether Mills 4,flint,1,,Sedimentary,,Burnt,Natural fragment,,,,,,,,,,
NM4-39-18,375830,796171,NM4,Nether Mills 4,flint,1,,Sandstone,,OK,Natural pebble,x,x,x,x,x,x,,,,
NM4-228.1-18,375849,796135,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Pebble,,Flaked pebble,Two flakes removed,27,28,25,,,,
NM4-231-18,375830,796182,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Pebble,,Flaked pebble,Quartered pebble,51,34,25,,,,
NM4-481-18,375850,796307,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,Flaked pebble,Half a cobble,85,58,49,,,,
NM4-908-18,375917,796286,NM4,Nether Mills 4,quartz,1,,Agate,,OK,Pebble,,Flaked pebble,,28,25,21,,,,
NM4-931-18,375860,796316,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,Flaked pebble,just split length ways but leaving irregular face,59,38,27,,,,
NM4-937-18,375925,796431,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,Flaked pebble,quartered pebble,69,63,54,,,,
NM4-1067.1-18,375929,796377,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Pebble,,Flaked pebble,Quartered pebble,39,40,32,,,,
NM4-1201.1-18,375957,796432,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Pebble,,Flaked pebble,Quartered pebble,28,32,30,,,,
NM4-1247.2-18,375954,796248,NM4,Nether Mills 4,,1,,Agate,,OK,Pebble,,Flaked pebble,Attempts to flake pebble,30,26,23,,,,
NM4-1288-18,375918,796393,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Pebble,,Flaked pebble,Split down length,62,44,26,,,,
NM4-1291-18,375965,796296,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,Flaked pebble,Quartered pebble,50,57,24,,,,
NM4-1310-18,375962,796256,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,Flaked pebble,Quartered pebble. And beginning of flaking from the platform,49,34,3,,,,
NM4-1385.1-18,375907,796367,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Pebble,,Flaked pebble,Quartered pebble,51,32,32,,,,
NM4-1448.1-18,375910,796393,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Pebble,,Flaked pebble,,35,32,27,,,,
NM4-1539.1-18,375891,796157,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Pebble,,Flaked pebble,Quartered pebble,37,37,27,,,,
NM4-1556-18,375954,796229,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Pebble,,Flaked pebble,Quartered pebble,28,29,20,,,,
NM4-1691-18,376010,796427,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,Flaked pebble,Split,78,53,46,,,,
NM4-1713-18,376073,796387,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,Flaked pebble,Quartered pebble,30,31,23,,,,
NM4-1727-18,375986,796452,NM4,Nether Mills 4,flint,1,,Fine-grained ?quartzite,,OK,Pebble,,Flaked pebble,"Flat water worn pebble of fine-grained, blue/grey ?quartzite rhyolite?",47,48,24,,,,
NM4-1758-18,376007,796393,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Pebble,,Flaked pebble,Quartered pebble,41,27,22,,,,
NM4-1768-18,375969,796477,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,Flaked pebble,Quartered pebble,34,22,17,,,,
NM4-1857-18,375838,796386,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Pebble,,flaked pebble,quarter pebble,32,27,23,,,,
NM4-110.1-18,375876,796162,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Pebble,,Half pebble,Split lengthways,52,27,28,,,,
NM4-794.2-18,375887,796204,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,Half pebble,Split pebble,31,32,18,,,,
NM4-566-18,375853,796340,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,pebble fragment,Quartered pebble,64,46,25,,,,
NM4-774-18,375880,796391,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,pebble fragment,Quarter pebble,45,25,19,,,,
NM4-373-18,375822,796358,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Pebble,,Quartered pebble,Quartered to prepare flat platform and one face. This is irregular hence probable lack of further working,49,44,25,,,,
NM4-42-18,375848,796170,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Pebble,,Split pebble,,38,23,14,,,,
NM4-272-18,Not Recorded,Not Recorded,NM4,Nether Mills 4,flint,1,,Grey flint,,OK,Pebble,,Split pebble,Bipolar split pebble,89,33,19,,,,
NM4-531.1-18,375862,796306,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Pebble,,Split pebble,Split down lengthways,70,50,27,,,,
NM4-5.1-18,375838,796286,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Core trimmimg flake,,29,23,13,,,,
NM4-801-18,375870,796230,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimmimg flake,,42,33,12,,,,
NM4-276-18,375865,796339,NM4,Nether Mills 4,flint,1,,Light brown flint,,OK,Regular flake,Secondary,Core trimming blade,From blade core. Overshot . Removing cortex on base,34,19,9,,,,
NM4-464.2-18,375847,796332,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimming blade,Overshot removing base of core,44,27,10,,,,
NM4-673-18,375869,796372,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Core trimming blade,removed flat cortex side from blade core,39,17,11,,,,
NM4-1569-18,375949,796218,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,core trimming blade,,25,10,10,,,,
NM4-54-18,375854,796191,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Core trimming flake,,24,19,9,,,,
NM4-73-18,375818,796290,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Core trimming flake,Blade completely overshot detaching base of blade core,32,21,12,,,,
NM4-158-18,375865,796178,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,Core trimming flake,Deep platform. Removes step fractures,33,26,15,,,,
NM4-187.1-18,375841,796149,NM4,Nether Mills 4,flint,1,,Translucent brown flint,,OK,Regular flake,Inner,Core trimming flake,,22,19,7,,,,
NM4-311-18,375861,796267,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimming flake,Flat platform.,60,42,14,,,,
NM4-494-18,375863,796206,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,Core trimming flake,,19,22,6,,,,
NM4-550.1-18,375804,796396,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimming flake,Deep platform. Removing deep step fracture. Blade core,49,30,14,,,,
NM4-578-18,375866,796287,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Core trimming flake,"Large, removing cortex round base. En eperon?",53,28,12,,,,
NM4-592.4-18,375883,796160,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Core trimming flake,,30,22,8,,,,
NM4-622.3-18,375830,796303,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,Core trimming flake,side shot from fine blade core,36,21,6,,,,
NM4-731.1-18,375894,796332,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,Core trimming flake,from blade core,40,21,11,,,,
NM4-763.2-18,375814,796344,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimming flake,removing step fracture,25,33,14,,,,
NM4-913.1-18,375848,796316,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,Core trimming flake,removing platform overhang from opposite end.,35,35,18,,,,
NM4-945-18,375919,796358,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,Core trimming flake,from blade core,24,29,10,,,,
NM4-1049.3-18,375920,796411,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimming flake,,27,24,11,,,,
NM4-1054-18,375916,796370,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,Core trimming flake,removing step,24,18,10,,,,
NM4-1104.2-18,375908,796382,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimming flake,removes step fractures,35,26,13,,,,
NM4-1107-18,375937,796412,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimming flake,across blade core,39,20,9,,,,
NM4-1114.2-18,375899,796390,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimming flake,,28,25,14,,,,
NM4-1133-18,375909,796356,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Core trimming flake,Base of core removed with this thick flake.,27,32,19,,,,
NM4-1136.3-18,375900,796395,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Regular flake,Secondary,Core trimming flake,,34,29,11,,,,
NM4-1138.1-18,375943,796439,NM4,Nether Mills 4,,1,,Brown flint,,OK,Regular flake,Inner,Core trimming flake,detached at right angles to broad blade core,32,54,13,,,,
NM4-1153-18,375914,796380,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,Core trimming flake,From flat platform,48,22,9,,,,
NM4-1181-18,375955,796440,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,Core trimming flake,,21,16,9,,,,
NM4-1190.2-18,375929,796366,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Inner,Core trimming flake,From blade core,45,22,12,,,,
NM4-1284.3-18,375906,796373,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,core trimming flake,from narrow blade core,16,19,9,,,,
NM4-1371-18,375902,796366,NM4,Nether Mills 4,flint,1,,Grey flint,,OK,Regular flake,Inner,core trimming flake,from SP/F,33,32,14,,,,
NM4-1483.1-18,375908,796366,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,core trimming flake,,33,22,17,,,,
NM4-1492-18,375895,796386,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Secondary,core trimming flake,Base of blade core detached,40,19,15,,,,
NM4-1525.1-18,375881,796149,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,core trimming flake,from MP/F core,54,24,13,,,,
NM4-1547.8-18,375887,796153,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,core trimming flake,overshot removes base of blade core,26,17,15,,,,
NM4-1565-18,375930,796214,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,core trimming flake,taking cortex from blade core,46,14,10,,,,
NM4-1624-18,376072,796427,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,core trimming flake,removes step fracture,34,22,13,,,,
NM4-206-18,375817,796301,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Platform preparation flake,From base of blade core. Removing cortex to make new platform,38,21,14,,,,
NM4-336.1-18,375855,796309,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Inner,Platform preparation flake,,28,14,9,,,,
NM4-960.1-18,375919,796386,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,Platform rejuvenation,tablet. From blade core,40,22,7,,,,
NM4-1119.2-18,375919,796354,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,platform rejuvenation,blade scars on this core tablet,23,25,7,,,,
NM4-356.1-18,375884,796170,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,Platform rejuvenation flake,Tabular flake removing irregular platform,37,23,15,,,,
NM4-458.1-18,375862,796333,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,Platform rejuvenation flake,From base of core,31,33,19,,,,
NM4-1839-18,376075,796353,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,Platform rejuvenation flake,core tablet from blade core,25,30,9,,,,
NM4-1711-18,376019,796437,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,platform trimming flake,From base of core. Truncating blade scars ?levallois-like?,38,28,12,,,,
NM4-89-18,375842,796182,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,x,,31,27,7,,,,
NM4-9-18,375852,796142,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Slice of pebble,43,53,11,,,,
NM4-13-18,375880,796145,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,,20,11,4,,,,
NM4-15-18,375838,796291,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,,43,26,11,,,,
NM4-20-18,375889,796196,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,15,12,5,,,,
NM4-24-18,375873,796140,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,14,17,3,,,,
NM4-28-18,375867,796184,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,15,9,3,,,,
NM4-29-18,375848,796239,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Crushed platform,25,22,6,,,,
NM4-35-18,375866,796161,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,17,11,6,,,,
NM4-37.1-18,375856,796143,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,27,19,4,,,,
NM4-37.4-18,375856,796143,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,15,15,2,,,,
NM4-41.1-18,375807,796296,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Primary,,,63,74,22,,,,
NM4-44.3-18,375854,796119,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,26,32,8,,,,
NM4-60.2-18,375821,796292,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,split down length,25,,9,,,,
NM4-62-18,375814,796318,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Primary,,,24,31,12,,,,
NM4-65.1-18,375846,796156,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Primary,,,46,44,17,,,,
NM4-71.1-18,375850,796132,NM4,Nether Mills 4,,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,deep platform,39,46,17,,,,
NM4-71.2-18,375850,796132,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Narrow platform,30,17,7,,,,
NM4-75.1-18,375859,796162,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,,15,25,6,,,,
NM4-77-18,375799,796329,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Flat platform,26,16,6,,,,
NM4-79.2-18,375844,796142,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,34,21,9,,,,
NM4-82-18,375817,796319,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,,33,24,7,,,,
NM4-85-18,375806,796285,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,flat platform. Nice broad flake,46,30,10,,,,
NM4-86.2-18,375863,796128,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,17,15,7,,,,
NM4-91-18,375862,796155,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,Narrow platform,,29,9,,,,
NM4-93-18,375814,796279,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,,27,15,6,,,,
NM4-98.2-18,375808,796290,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,42,24,4,,,,
NM4-99-18,375858,796198,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,39,28,10,,,,
NM4-102-18,375831,796203,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,18,15,4,,,,
NM4-109-18,375851,796124,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Flat platform. Nice broad flake,33,29,7,,,,
NM4-110.4-18,375876,796162,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,18,24,6,,,,
NM4-117-18,375867,796129,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,22,21,5,,,,
NM4-118.1-18,375793,796306,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Primary,,,51,38,15,,,,
NM4-123-18,375799,796317,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,26,16,6,,,,
NM4-130-18,375844,796200,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Secondary,,,20,7,6,,,,
NM4-131-18,375797,796343,NM4,Nether Mills 4,flint,1,,Mottled light grey flint,,OK,Regular flake,Inner,,Narrow platform,22,29,4,,,,
NM4-136-18,375856,796146,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,,14,17,3,,,,
NM4-137.2-18,375863,796150,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Inner,,,14,17,4,,,,
NM4-139-18,375773,796331,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,19,12,6,,,,
NM4-140-18,375831,796302,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,23,16,7,,,,
NM4-141-18,375863,796154,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,18,10,3,,,,
NM4-150-18,375806,796325,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,Deep platform,22,23,8,,,,
NM4-161-18,375842,796141,NM4,Nether Mills 4,flint,1,,Translucent brown flint,,OK,Regular flake,Inner,,,17,11,2,,,,
NM4-163-18,375821,796262,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,flat platform,28,18,4,,,,
NM4-165.2-18,375807,796339,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Narrow platform,27,23,6,,,,
NM4-166-18,375840,796173,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,,13,15,4,,,,
NM4-173-18,375826,796249,NM4,Nether Mills 4,flint,1,,Translucent brown flint,,OK,Regular flake,Secondary,,cortical platform,19,13,6,,,,
NM4-192-18,375852,796115,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Primary,,,24,29,14,,,,
NM4-193.1-18,375823,796185,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,25,24,11,,,,
NM4-193.2-18,375823,796185,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,flat platform,25,18,6,,,,
NM4-195-18,375833,796156,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Primary,,,42,22,12,,,,
NM4-198-18,375824,796183,NM4,Nether Mills 4,flint,1,,Dark brown flint,,OK,Regular flake,Primary,,,30,22,14,,,,
NM4-211-18,375853,796144,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,20,19,7,,,,
NM4-215.2-18,375838,796153,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Secondary,,Deep platform,23,28,9,,,,
NM4-216.2-18,375805,796308,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,flat platform,27,24,8,,,,
NM4-219-18,375866,796171,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Narrow platform,28,20,6,,,,
NM4-221-18,375857,796174,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,24,28,9,,,,
NM4-232.1-18,375848,796132,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,17,12,3,,,,
NM4-236-18,375784,796297,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,18,24,10,,,,
NM4-239.1-18,375851,796131,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Primary,,,34,24,12,,,,
NM4-241-18,375824,796376,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,36,22,9,,,,
NM4-246.2-18,375844,796169,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Primary,,,17,19,6,,,,
NM4-246.2-18,375844,796169,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,,17,16,8,,,,
NM4-249-18,375838,796192,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,14,13,4,,,,
NM4-250-18,375862,796154,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Primary,,,15,24,7,,,,
NM4-257.1-18,375865,796153,NM4,Nether Mills 4,,1,,Toffee-coloured flint,,OK,Regular flake,Primary,,,24,15,4,,,,
NM4-262.2-18,375797,796341,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,32,23,13,,,,
NM4-274.1-18,375861,796353,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,20,18,5,,,,,
NM4-275-18,375880,796294,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,,20,17,7,,,,
NM4-277-18,375879,796321,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,20,16,4,,,,
NM4-282-18,375864,796360,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Narrow platform,24,17,4,,,,
NM4-284.4-18,375867,796337,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,Frost shatter?,Regular flake,Inner,,,24,15,6,,,,
NM4-285.2-18,375896,796366,NM4,Nether Mills 4,flint,1,,Grey flint,,OK,Regular flake,Inner,,Crushed platform,20,24,9,,,,
