ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number,X_OUT,Y_OUT,X_QC,Y_QC,Grid Ref,Lat,Long,,TypeUnique
NM5-18-18,376138,796489,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,15,19,5,,,,,376138,796489,0,0,NO7613896489,57.05883,-2.3950454,,
NM5-19-18,376195,796568,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,23,15,6,,,,,376195,796568,0,0,NO7619596568,57.059543,-2.3941132,,
NM5-25-18,376186,796562,NM5,Nether Mills 5,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,27,27,7,,,,,376186,796562,0,0,NO7618696562,57.059488,-2.394261,,
NM5-36-18,376117,796434,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,24,15,4,,,,,376117,796434,0,0,NO7611796434,57.058335,-2.3953864,,
NM5-40-18,376129,796485,NM5,Nether Mills 5,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,20,15,5,,,,,376129,796485,0,0,NO7612996485,57.058794,-2.3951934,,
NM5-42-18,376125,796498,NM5,Nether Mills 5,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,,34,33,10,,,,,376125,796498,0,0,NO7612596498,57.05891,-2.3952606,,
NM5-17-18,376125,796407,NM5,Nether Mills 5,flint,1,,Mottled brown flint,,OK,Retouched blade,Inner,Oblique,distal surviving. Oblique truncation retouched,broken 19,19,6,,,,,376125,796407,0,0,NO7612596407,57.058093,-2.3952519,,
NM5-20-18,376151,796505,NM5,Nether Mills 5,flint,1,,Toffee coloured flint,,OK,Retouched flake,Primary,Scraper,Semi=abrupt er around curved distal end of circular flake,26,20,7,,,,,376151,796505,0,0,NO7615196505,57.058974,-2.3948326,,
NM5-32.2-18,376159,796548,NM5,Nether Mills 5,flint,1,,Toffee coloured flint,,OK,Retouched flake,Secondary,Bifacial knife?,D-shaped flake with thinning flakes from dorsal removing half of cortex. And thnning flakes from ventral face. Possible unfinished knife,32,39,10,,,,,376159,796548,0,0,NO7615996548,57.059361,-2.3947049,,
NM5-37-18,376099,796508,NM5,Nether Mills 5,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,Scraper,Circular flake. Steep er around curved distal end. Notch on one side makes small tang,26,26,10,,,,,376099,796508,0,0,NO7609996508,57.058999,-2.3956902,,
NM5-1-18,376117,796422,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,376117,796422,0,0,NO7611796422,57.058227,-2.3953853,,
NM5-4-18,376121,796485,NM5,Nether Mills 5,flint,1,,Red flint,,OK,Small flake,,,,,,,,,,,376121,796485,0,0,NO7612196485,57.058793,-2.3953253,,
NM5-5-18,376211,796571,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,376211,796571,0,0,NO7621196571,57.05957,-2.3938497,,
NM5-13-18,376186,796550,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,376186,796550,0,0,NO7618696550,57.05938,-2.3942599,,
NM5-22-18,376091,796495,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,376091,796495,0,0,NO7609196495,57.058881,-2.3958209,,
NM5-27-18,376115,796500,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,376115,796500,0,0,NO7611596500,57.058928,-2.3954257,,
NM5-29-18,376115,796406,NM5,Nether Mills 5,flint,2,,Mixed flint,,OK,Small flake,,,,,,,,,,,376115,796406,0,0,NO7611596406,57.058083,-2.3954167,,
NM5-30-18,376466,796622,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,376466,796622,0,0,NO7646696622,57.060042,-2.3896504,,
NM5-32.1-18,376159,796548,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,376159,796548,0,0,NO7615996548,57.059361,-2.3947049,,
NM5-39-18,376186,796531,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,376186,796531,0,0,NO7618696531,57.05921,-2.3942581,,
NM5-41-18,376093,796495,NM5,Nether Mills 5,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,376093,796495,0,0,NO7609396495,57.058881,-2.3957879,,
NM5-21-18,376135,796421,NM5,Nether Mills 5,flint,1,,Mottled red flint,,OK,Spall,,,,,,,,,,,376135,796421,0,0,NO7613596421,57.058219,-2.3950884,,
NM5-43-18,376112,796490,NM5,Nether Mills 5,flint,1,,Mottled brown flint,,OK,Core,With cortex,SP/B,Cortex round back. Lots of step fractures,38,21,19,,,,,376112,796490,0,0,NO7611296490,57.058838,-2.3954742,,
NM5-1847-18,376141,796456,NM5,Nether Mills 4,flint,1,,,,,,,,,,,,,,,,376141,796456,0,0,NO7614196456,57.058534,-2.3949928,,
PS1-1-18,377593,797633,PS1,Park Smiddy 1,,1,Meso,Toffee coloured flint,,OK,Core,Without cortex,Pyramid core,Classic pyramid core. Flat platform. Blades removed all around to pointed base.,21,22,20,photograph,,,1,377593,797633,0,0,NO7759397633,57.06918,-2.37116,,
PS1-2-18,377646,797694,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Deep flat platform. Multi-directional flake scars on dorsal,17,18,4,,,,2,377646,797694,0,0,NO7764697694,57.06973,-2.3702914,,
PS1-3-18,377608,797640,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Narrow platform,22,14,5,,,,3,377608,797640,0,0,NO7760897640,57.069243,-2.3709132,,
PS1-4-18,377598,797632,PS1,Park Smiddy 1,,1,,Grey flint,,OK,Flake fragment,Inner,,Narrow platform,broken 13,12,2,,,,4,377598,797632,0,0,NO7759897632,57.069171,-2.3710774,,
PS1-5-18,377870,797814,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Flat platform,26,17,5,,,,5,377870,797814,0,0,NO7787097814,57.070819,-2.3666079,,
PS1-6-18,377700,797678,PS1,Park Smiddy 1,,1,,Quartzite,,OK,Irregular flake,Inner,,Crushed platform,43,27,11,photograph,,,6,377700,797678,0,0,NO7770097678,57.069589,-2.3693994,,
PS1-7-18,377643,797600,PS1,Park Smiddy 1,,1,,Mottled grey flint,,Fresh,Regular flake,Inner,,Irregular platform. Ulti-directional flake scars on dorsal,21,17,5,,,,7,377643,797600,0,0,NO7764397600,57.068886,-2.3703325,,
PS1-8-18,377732,797723,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Irregular flake,Primary,,,36,18,9,,,,8,377732,797723,0,0,NO7773297723,57.069995,-2.3688757,,
PS1-9-18,377687,797695,PS1,Park Smiddy 1,,1,Meso,Burnt flint,,Burnt,Core,With cortex,Single platform blade,Worked round half of platform. Cortex backing,29,23,20,photograph,,,9,377687,797695,0,0,NO7768797695,57.069741,-2.3696153,,
PS1-10-18,377768,797676,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Core,With cortex,Core fragment,,19,18,11,photograph,,,10,377768,797676,0,0,NO7776897676,57.069575,-2.3682778,,
PS1-11-18,377704,797658,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Flake fragment,Inner,,,broken 20,21,4,,,,11,377704,797658,0,0,NO7770497658,57.06941,-2.3693317,,
PS1-12-18,377685,797670,PS1,Park Smiddy 1,,1,,Red flint,,OK,Chunk,Secondary,,,,,,,,,12,377685,797670,0,0,NO7768597670,57.069517,-2.3696461,,
PS1-13-18,377674,797673,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Flake fragment,Inner,,Flat platform,24,broken 15,6,,,,13,377674,797673,0,0,NO7767497673,57.069543,-2.3698278,,
PS1-14-18,377874,797785,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Flake fragment,Inner,,,,,,,,,14,377874,797785,0,0,NO7787497785,57.070559,-2.3665394,,
PS1-15-18,377704,797726,PS1,Park Smiddy 1,,1,,Grey flint,,Burnt,Core,With cortex,Core fragment,Cortex backing,37,27,18,photograph,,,15,377704,797726,0,0,NO7770497726,57.070021,-2.3693377,,
PS1-16-18,377686,797640,PS1,Park Smiddy 1,,1,,Grey flint,,OK,Irregular flake,Secondary,,Cortex platform,20,27,8,,,,16,377686,797640,0,0,NO7768697640,57.069247,-2.3696269,,
PS1-17-18,377628,797652,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Cortex platform,23,19,6,,,,17,377628,797652,0,0,NO7762897652,57.069352,-2.3705845,,
PS1-18-18,377678,797691,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Blade,Inner,,Proximal survives,broken 28,9,3,photograph,,,18,377678,797691,0,0,NO7767897691,57.069705,-2.3697634,,
PS1-19-18,377599,797636,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Irregular flake,Inner,,Narrow platform,22,16,3,,,,19,377599,797636,0,0,NO7759997636,57.069207,-2.3710613,,
PS1-20-18,377797,797690,PS1,Park Smiddy 1,,1,,Quartzite,,OK,Irregular flake,Primary,,,50,27,12,,,,20,377797,797690,0,0,NO7779797690,57.069702,-2.3678008,,
PS1-21-18,377622,797636,PS1,Park Smiddy 1,,1,,Brown flint,,OK,Irregular flake,Inner,,,30,15,6,,,,21,377622,797636,0,0,NO7762297636,57.069208,-2.370682,,
PS1-22-18,377722,797712,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Core,With cortex,Multi-platform flake core,,30,27,18,photograph,,,22,377722,797712,0,0,NO7772297712,57.069896,-2.3690396,,
PS1-23-18,377771,797721,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Small flake,Inner,,,,,,,,,23,377771,797721,0,0,NO7777197721,57.069979,-2.3682324,,
PS1-24-18,377636,797601,PS1,Park Smiddy 1,,1,,Red flint,,Rolled,Chunk,Secondary,,Rolled edges,32,21,16,,,,24,377636,797601,0,0,NO7763697601,57.068894,-2.370448,,
PS1-25-18,377712,797724,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Flat platform,23,25,6,,,,25,377712,797724,0,0,NO7771297724,57.070003,-2.3692056,,
PS1-26-18,377616,797619,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Small flake,Inner,,,,,,,,,26,377616,797619,0,0,NO7761697619,57.069055,-2.3707794,,
PS1-27-18,377871,797822,PS1,Park Smiddy 1,,1,,Brown flint,,OK,Chip,Secondary,,,,,,,,,27,377871,797822,0,0,NO7787197822,57.070891,-2.3665921,,
PS1-28-18,377598,797643,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Flake fragment,Secondary,,,30,,5,,,,28,377598,797643,0,0,NO7759897643,57.06927,-2.3710784,,
PS1-29-18,377645,797600,PS1,Park Smiddy 1,,1,,Brown flint,,OK,Blade,Secondary,,Overshot with cortex on distal end. Narrow platform,28,12,7,,,,29,377645,797600,0,0,NO7764597600,57.068886,-2.3702995,,
PS1-30-18,377671,797683,PS1,Park Smiddy 1,,1,,Burnt flint,,Burnt,Chunk,Secondary,,,,,,,,,30,377671,797683,0,0,NO7767197683,57.069633,-2.3698781,,
PS1-31-18,377880,797793,PS1,Park Smiddy 1,,1,,Brown flint,,OK,Chunk,Secondary,,,,,,,,,31,377880,797793,0,0,NO7788097793,57.070631,-2.3664412,,
PS1-32-18,377840,797804,PS1,Park Smiddy 1,,1,,Red flint,,OK,Small flake,Inner,,,,,,,,,32,377840,797804,0,0,NO7784097804,57.070728,-2.3671018,,
PS1-33-18,377625,797621,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,,15,15,2,,,,33,377625,797621,0,0,NO7762597621,57.069074,-2.3706312,,
PS1-34-18,377664,797676,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Small flake,Inner,,,,,,,,,34,377664,797676,0,0,NO7766497676,57.069569,-2.3699929,,
PS1-35-18,377681,797642,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Regular flake,Secondary,Bipolar flake,flake with scalar edge platform and flakes scars removed from opposed ends on dorsal face,31,21,5,,,,35,377681,797642,0,0,NO7768197642,57.069265,-2.3697095,,
PS1-36-18,377843,797789,PS1,Park Smiddy 1,,1,,Burnt flint,,Burnt,Chunk,Inner,,,,,,,,,36,377843,797789,0,0,NO7784397789,57.070593,-2.367051,,
PS1-37-18,377683,797706,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,cortex removal flake,53,26,14,,,,37,377683,797706,0,0,NO7768397706,57.06984,-2.3696823,,
PS1-38-18,377767,797736,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Irregular flake,Inner,Narrow platform,,25,25,4,,,,38,377767,797736,0,0,NO7776797736,57.070113,-2.3682997,,
PS1-39-18,377713,797676,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,,22,21,7,,,,39,377713,797676,0,0,NO7771397676,57.069572,-2.3691849,,
PS1-40-18,377716,797709,PS1,Park Smiddy 1,,1,,Red flint,,OK,Small flake,Inner,,,,,,,,,40,377716,797709,0,0,NO7771697709,57.069868,-2.3691383,,
PS1-41-18,377614,797652,PS1,Park Smiddy 1,,1,,Pink/red flint,,OK,Spall,Inner,,,29,23,5,,,,41,377614,797652,0,0,NO7761497652,57.069351,-2.3708154,,
PS1-42-18,377650,797598,PS1,Park Smiddy 1,,1,,Quartzite,,OK,Regular flake,Primary,,,12,21,3,,,,42,377650,797598,0,0,NO7765097598,57.068868,-2.3702168,,
PS1-43-18,377702,797641,PS1,Park Smiddy 1,,1,,Mottled grey flint,,Rolled,Core,With cortex,Multi-platform flake core,Rolled edges.,25,35,24,photograph,,,43,377702,797641,0,0,NO7770297641,57.069257,-2.3693631,,
PS1-44-18,377682,797690,PS1,Park Smiddy 1,,1,,Mottled red flint,,OK,Regular flake,Secondary,Platform rejuvenation flake,From blade core,30,20,10,photograph,,,44,377682,797690,0,0,NO7768297690,57.069696,-2.3696973,,
PS1-45-18,377660,797705,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Core,With cortex,Single platform flake,Split pebble creates inner platform then some irregular flaking around one third of perimeter,27,33,32,photograph,,,45,377660,797705,0,0,NO7766097705,57.06983,-2.3700615,,
PS1-46-18,377821,797793,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Chunk,Secondary,,,,,,,,,46,377821,797793,0,0,NO7782197793,57.070628,-2.3674142,,
PS1-47-18,377658,797619,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Retouched flake,Primary,End scraper,made on circular flake,22,22,8,photograph,,,47,377658,797619,0,0,NO7765897619,57.069057,-2.3700868,,
PS1-48-18,377726,797737,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Core,With cortex,Single platform flake,Flaked round half of perimeter. Cortex backing,34,34,28,photograph,,,48,377726,797737,0,0,NO7772697737,57.07012,-2.3689759,,
PS1-49-18,377610,797638,PS1,Park Smiddy 1,,1,,not seen,,,Blade,,,,,,,,,,49,377610,797638,0,0,NO7761097638,57.069226,-2.3708801,,
PS1-50-18,377708,797677,PS1,Park Smiddy 1,,1,,Red flint,,OK,Blade,Inner,Utilised,Edge damage from use towards distal end,22,9,3,,,,50,377708,797677,0,0,NO7770897677,57.069581,-2.3692674,,
PS1-51-18,377624,797612,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Spall,Inner,,,36,38,15,,,,51,377624,797612,0,0,NO7762497612,57.068993,-2.3706469,,
PS1-52-18,377673,797674,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Small flake,Inner,,,,,,,,,52,377673,797674,0,0,NO7767397674,57.069552,-2.3698443,,
PS1-53-18,377766,797660,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Irregular flake,Inner,,Crushed platform,14,22,3,,,,53,377766,797660,0,0,NO7776697660,57.069431,-2.3683094,,
PS1-54-18,377632,797641,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Narrow platform,25,16,5,,,,54,377632,797641,0,0,NO7763297641,57.069254,-2.3705175,,
PS1-55-18,377723,797721,PS1,Park Smiddy 1,,1,,Light grey flint,,OK,Flake fragment,Inner,,,,,,,,,55,377723,797721,0,0,NO7772397721,57.069977,-2.369024,,
PS1-56-18,377593,797634,PS1,Park Smiddy 1,,1,,Toffee coloured flint,,OK,Small flake,Inner,,,,,,,,,56,377593,797634,0,0,NO7759397634,57.069189,-2.3711601,,
PS1-57-18,377617,797644,PS1,Park Smiddy 1,,1,,Brown flint,,OK,Utilised blade,Inner,Knife form,Blade with shallow flaking edge damage on right side at distal end. Flat platform.,19,10,4,photograph,,,57,377617,797644,0,0,NO7761797644,57.06928,-2.3707652,,
PS1-58-18,377744,797719,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,Chalky cortex. Flat platform,33,17,8,,,,58,377744,797719,0,0,NO7774497719,57.06996,-2.3686775,,
PS1-59-18,377625,797672,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Pebble,,Complete,Narrow elongated pebble. No clear sign of use or knapping. Probable plough damage,100,46,25,photograph,,,59,377625,797672,0,0,NO7762597672,57.069532,-2.3706357,,
PS1-60-18,?,?,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Chunk,Secondary,,,,,,,,,60,?,?,0,0,SV0000000000,NaN,NaN,,
PS1-61-18,377700,797573,PS1,Park Smiddy 1,,1,,Light brown flint,,OK,Regular flake,Inner,,Narrow platform.,23,18,3,,,,1,377700,797573,0,0,NO7770097573,57.068646,-2.36939,,
PS1-62-18,377761,797641,PS1,Park Smiddy 1,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,,28,10,9,,,,2,377761,797641,0,0,NO7776197641,57.06926,-2.3683902,,
PS1-96-18,377772,797644,PS1,Park Smiddy 1,,1,,Mottled brown flint,,OK,Irregular flake,Inner,,,16,21,2,,,,36,377772,797644,0,0,NO7777297644,57.069287,-2.368209,,
PS2-3-18,377470,797537,PS2,Park Smiddy 2,,,,,,,,,,,,,,,,,3,377470,797537,0,0,NO7747097537,57.068311,-2.3731797,,
PS2-4-18,377467,797486,PS2,Park Smiddy 2,,,,,,,,,,,,,,,,,4,377467,797486,0,0,NO7746797486,57.067853,-2.3732246,,
PS2-5-18,377467,797486,PS2,Park Smiddy 2,,,,,,,,,,,,,,,,,5,377467,797486,0,0,NO7746797486,57.067853,-2.3732246,,
PS2-6-18,377510,797587,PS2,Park Smiddy 2,,1,,Mottled grey flint,,Frost shattered,Chunk,Inner,,,44,24,21,,,,6,377510,797587,0,0,NO7751097587,57.068762,-2.3725246,,
PS2-7-18,377535,797539,PS2,Park Smiddy 2,,1,,Light brown flint,,OK,Chunk,Inner,,,11,11,8,,,,7,377535,797539,0,0,NO7753597539,57.068333,-2.372108,,
PS2-8-18,377522,797527,PS2,Park Smiddy 2,,1,,Light brown flint,,OK,Flake fragment,Inner,,,,,,,,,8,377522,797527,0,0,NO7752297527,57.068224,-2.3723213,,
PS2-9-18,377470,797438,PS2,Park Smiddy 2,,1,,Calcined flint,,Burnt,Spall,Inner,,,,,,,,,9,377470,797438,0,0,NO7747097438,57.067422,-2.3731708,,
PS2-10-18,377574,797588,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Inner,,,21,17,8,,,,10,377574,797588,0,0,NO7757497588,57.068775,-2.3714693,,
PS2-11-18,377475,797450,PS2,Park Smiddy 2,,1,,Grey flint,,OK,Small flake,Secondary,,,,,,,,,11,377475,797450,0,0,NO7747597450,57.06753,-2.3730894,,
PS2-12-18,377464,797500,PS2,Park Smiddy 2,,1,,Mottled grey flint,,OK,Chunk,Secondary,,,31,23,14,,,,12,377464,797500,0,0,NO7746497500,57.067979,-2.3732753,,
PS2-13-18,377457,797456,PS2,Park Smiddy 2,,1,,Toffee coloured flint,,OK,Irregular flake,Secondary,,,20,15,8,,,,13,377457,797456,0,0,NO7745797456,57.067583,-2.3733868,,
PS2-14-18,377544,797500,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Irregular flake,Secondary,,,26,19,5,,,,14,377544,797500,0,0,NO7754497500,57.067983,-2.3719561,,
PS2-15-18,377531,797604,PS2,Park Smiddy 2,,1,,Grey flint,,OK,Irregular flake,Secondary,,,25,15,6,,,,15,377531,797604,0,0,NO7753197604,57.068916,-2.3721798,,
PS2-16-18,377454,797450,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Irregular flake,Secondary,,,23,26,6,,,,16,377454,797450,0,0,NO7745497450,57.067529,-2.3734357,,
PS2-17-18,377507,797517,PS2,Park Smiddy 2,,1,,Grey flint,,OK,Core,With cortex,Bipolar,Nice bipolar core. Four opposed platforms.,27,26,10,photograph,,,17,377507,797517,0,0,NO7750797517,57.068134,-2.3725678,,
PS2-18-18,377447,797484,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Inner,,Flat platform,27,19,6,,,,18,377447,797484,0,0,NO7744797484,57.067834,-2.3735542,,
PS2-19-18,377501,797473,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Inner,,Flat platform,21,21,7,,,,19,377501,797473,0,0,NO7750197473,57.067738,-2.3726628,,
PS2-20a-18,377545,797591,PS2,Park Smiddy 2,,1,,Translucent brown flint,,OK,Regular flake,Inner,,Narrow platform,13,16,2,,,,20,377545,797591,0,0,NO7754597591,57.0688,-2.3719478,,
PS2-20b-18,377545,797591,PS2,Park Smiddy 2,,1,,Translucent brown flint,,OK,Regular flake,Inner,,Narrow platform,15,12,2,,,,20,377545,797591,0,0,NO7754597591,57.0688,-2.3719478,,
PS2-21-18,377516,797552,PS2,Park Smiddy 2,,1,,Toffee coloured flint,,OK,Regular flake,Inner,,Narrow platform,28,13,2,,,,21,377516,797552,0,0,NO7751697552,57.068448,-2.3724225,,
PS2-22-18,377505,797572,PS2,Park Smiddy 2,,1,,Mottled grey flint,,Patinated?,Utilised blade,Inner,,Prximal surviving. Edge damage from use wear along sides and end,broken 27,10,4,photograph,,,22,377505,797572,0,0,NO7750597572,57.068627,-2.3726057,,
PS2-23-18,377543,797580,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Secondary,,Flat platform,17,19,6,,,,23,377543,797580,0,0,NO7754397580,57.068701,-2.3719798,,
PS2-24-18,377507,797575,PS2,Park Smiddy 2,,1,,Mottled grey flint,,OK,Flake fragment,Inner,,,,,,,,,24,377507,797575,0,0,NO7750797575,57.068655,-2.372573,,
PS2-25-18,377487,797491,PS2,Park Smiddy 2,,1,,Mottled brown flint,,OK,Irregular flake,Secondary,,Crushed platform,18,27,5,,,,25,377487,797491,0,0,NO7748797491,57.067899,-2.3728952,,
PS2-26-18,377574,797591,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Secondary,,,16,13,3,,,,26,377574,797591,0,0,NO7757497591,57.068802,-2.3714695,,
PS2-27-18,377464,797477,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Blade,Inner,,Distal surviving,broken 13,8,2,,,,27,377464,797477,0,0,NO7746497477,57.067772,-2.3732733,,
PS2-28-18,377548,797470,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Irregular flake,Inner,,,20,18,5,,,,28,377548,797470,0,0,NO7754897470,57.067713,-2.3718874,,
PS2-29-18,377576,797598,PS2,Park Smiddy 2,,1,,Red flint,,OK,Regular flake,Inner,,Narrow platform,19,7,3,,,,29,377576,797598,0,0,NO7757697598,57.068865,-2.3714372,,
PS2-30-18,377540,797573,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Primary,,,21,32,10,,,,30,377540,797573,0,0,NO7754097573,57.068638,-2.3720286,,
PS2-31-18,377553,797598,PS2,Park Smiddy 2,,1,,Brown flint,,From patinated chunk,Irregular flake,Inner,,From patinated chunk,32,14,7,,,,31,377553,797598,0,0,NO7755397598,57.068863,-2.3718165,,
PS2-32-18,377538,797598,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Secondary,,Deep platform,23,23,8,,,,32,377538,797598,0,0,NO7753897598,57.068863,-2.3720638,,
PS2-33-18,377573,797608,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Secondary,,Narrow platform,31,18,4,,,,33,377573,797608,0,0,NO7757397608,57.068954,-2.3714876,,
PS2-34-18,377450,797492,PS2,Park Smiddy 2,,1,,Grey flint,,OK,Core,With cortex,Core fragment,From single platform blade core,29,27,broken 12,photograph,,,34,377450,797492,0,0,NO7745097492,57.067906,-2.3735055,,
PS2-35-18,377567,797610,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Chunk,Secondary,,,,,,,,,35,377567,797610,0,0,NO7756797610,57.068972,-2.3715867,,
PS2-37-18,377580,797500,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Core,With cortex,Multi-platform flake core,Small,20,27,21,photograph,,,37,377580,797500,0,0,NO7758097500,57.067984,-2.3713624,,
PS2-38-18,377549,797586,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Small flake,,,,,,,,,,38,377549,797586,0,0,NO7754997586,57.068755,-2.3718814,,
PS2-39-18,377548,797584,PS2,Park Smiddy 2,,1,,Mottled grey flint,,Frost shattered,Chunk,Secondary,,,,,,,,,39,377548,797584,0,0,NO7754897584,57.068737,-2.3718977,,
PS2-40-18,377550,797605,PS2,Park Smiddy 2,,1,,Grey flint,,OK,Small flake,,,,,,,,,,40,377550,797605,0,0,NO7755097605,57.068926,-2.3718666,,
PS2-41-18,377507,797578,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Blade,Inner,,Segment,broken 14,10,2,,,,41,377507,797578,0,0,NO7750797578,57.068681,-2.3725733,,
PS2-42-18,377597,797548,PS2,Park Smiddy 2,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Platform missing,25,26,8,,,,42,377597,797548,0,0,NO7759797548,57.068416,-2.3710864,,
PS2-43-18,377569,797530,PS2,Park Smiddy 2,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Platform missing,25,26,8,,,,43,377569,797530,0,0,NO7756997530,57.068253,-2.3715465,,
PS2-44-18,377555,797552,PS2,Park Smiddy 2,,1,,Brown flint,,OK,Regular flake,Inner,,,22,16,5,,,,44,377555,797552,0,0,NO7755597552,57.06845,-2.3717794,,
UM2-1-18,375590,796878,UM2,Upper Mills 2,,1,,Brown flint,,OK,Core,With cortex,Bipolar core,Pebble with smooth cortex. Flakes removed from one side and partially on opposite side.,49,45,21,,,,,375590,796878,0,0,NO7559096878,57.062295,-2.4041181,,
UM2-2-18,375507,796955,UM2,Upper Mills 2,,1,,Brown flint,,OK,Irregular flake,Primary,,Chalky cortex,39,29,7,,,,,375507,796955,0,0,NO7550796955,57.062983,-2.4054942,,
